Mitjana 1,Variança 1,Desviacio 1,GradientMag 1,Mitjana 2,Variança 2,Desviacio 2,GradientMag 2,Mitjana 3,Variança 3,Desviacio 3,GradientMag 3,Mitjana 4,Variança 4,Desviacio 4,GradientMag 4,Mitjana 5,Variança 5,Desviacio 5,GradientMag 5,Mitjana 6,Variança 6,Desviacio 6,GradientMag 6,Mitjana 7,Variança 7,Desviacio 7,GradientMag 7,Mitjana 8,Variança 8,Desviacio 8,GradientMag 8,Mitjana 9,Variança 9,Desviacio 9,GradientMag 9,Mitjana 10,Variança 10,Desviacio 10,GradientMag 10,Mitjana 11,Variança 11,Desviacio 11,GradientMag 11,Mitjana 12,Variança 12,Desviacio 12,GradientMag 12,Deteccio
91.0859375,1698.77864583333,40.8118716787427,116907.175227891,59.0546875,417.430729166667,18.584745142528,116907.175227891,113.1640625,2098.53177083333,45.59024754714,116907.175227891,63.6171875,749.7671875,27.1908284117422,116907.175227891,36.34375,441.670833333333,20.914575320908,116907.175227891,106.7265625,1422.15885416667,37.6671068382734,116907.175227891,59.421875,760.660416666667,27.2507512860705,116907.175227891,45.3515625,224.490104166667,14.6646477708705,116907.175227891,108.1171875,972.046354166667,30.7082213018077,116907.175227891,86.2578125,1210.5359375,34.5156222280823,116907.175227891,58.2734375,105.353645833333,9.89367369490886,116907.175227891,92.890625,2291.45625,47.6879412405618,116907.175227891,"Ulls"
117.0390625,863.9296875,29.363463134374,102242.283947225,66.1484375,692.052604166667,25.9076147559804,102242.283947225,133.6328125,583.4765625,22.4696907745253,102242.283947225,100.5078125,1118.62552083333,33.420587367075,102242.283947225,55.7890625,1339.89947916667,36.0921452185549,102242.283947225,119.2578125,631.628645833333,25.0259935426645,102242.283947225,85.78125,1107.35208333333,33.0830164306089,102242.283947225,77.6171875,919.8515625,29.1008018152748,102242.283947225,130.578125,305.814583333333,17.4157736078386,102242.283947225,128.734375,872.669791666667,26.764532146671,102242.283947225,117.125,87.70625,9.05910565927468,102242.283947225,137.765625,53.3020833333333,6.45471537821835,102242.283947225,"Ulls"
34.75,902.996875,27.337217576186,40673.5693172409,14.15625,1.9375,1.33656591070489,40673.5693172409,16.9453125,69.8838541666667,5.23199055586362,40673.5693172409,27.7578125,529.7828125,21.3628335913252,40673.5693172409,13.6796875,3.3546875,1.765559022661,40673.5693172409,14.640625,1.57708333333333,1.24618851363324,40673.5693172409,18.46875,108.854166666667,9.92286744827387,40673.5693172409,11.6171875,1.21927083333333,1.0522210025398,40673.5693172409,12.734375,1.48854166666667,1.18077218020807,40673.5693172409,37.3203125,1033.0296875,30.1921743476896,40673.5693172409,14.9296875,76.3338541666667,5.52143413962138,40673.5693172409,40.8203125,1929.63697916667,34.2435854123613,40673.5693172409,"Ulls"
70.0390625,49.9286458333333,7.02146334872145,70870.3913637233,47.28125,147.197916666667,11.7186001422244,70870.3913637233,73.6171875,826.850520833333,28.1950163944073,70870.3913637233,82.9375,217.948958333333,14.29081468624,70870.3913637233,46.34375,287.73125,15.9753745194587,70870.3913637233,100.828125,742.107291666667,26.7827948359748,70870.3913637233,98.9375,789.442708333333,27.9533640130817,70870.3913637233,65.5546875,535.4578125,20.7468284077261,70870.3913637233,112.0859375,144.471354166667,11.2842833017524,70870.3913637233,136.875,788.133333333333,27.5831405463456,70870.3913637233,59.6015625,123.378645833333,10.9165095932213,70870.3913637233,62.578125,20.6354166666667,4.15975175880474,70870.3913637233,"Ulls"
116.1484375,422.506770833333,20.3727334292807,84437.6119401444,93.359375,676.236458333333,24.9703182712286,84437.6119401444,145.5,115.436458333333,9.72743692486193,84437.6119401444,108.0625,653.00625,25.4213791197635,84437.6119401444,56.375,646.802083333333,22.5612154805933,84437.6119401444,143.8515625,963.7265625,28.4723654911896,84437.6119401444,116.609375,213.746875,14.3498256637488,84437.6119401444,64.3671875,792.759895833333,24.6986282354446,84437.6119401444,161.40625,763.003125,24.3998766089935,84437.6119401444,148.8203125,134.7796875,11.0204187232185,84437.6119401444,127.0078125,136.165104166667,9.94060194252585,84437.6119401444,158.3203125,124.974479166667,10.5783981067833,84437.6119401444,"Ulls"
142.28125,1662.17083333333,40.6980710754794,117530.185146111,113.4765625,1193.44114583333,32.3693057172502,117530.185146111,147.0703125,628.409895833333,24.9423410381181,117530.185146111,139.1328125,1373.83177083333,36.8121420434164,117530.185146111,94.828125,1697.51666666667,41.1364369112871,117530.185146111,147.34375,441.592708333333,20.9657861292164,117530.185146111,127.5625,798.702083333333,28.0553701361371,117530.185146111,103.6875,522.295833333333,22.3142130078079,117530.185146111,150.7734375,350.143229166667,18.5910208851388,117530.185146111,160.359375,191.05625,12.9512629728749,117530.185146111,114.3828125,576.628645833333,23.3391080125423,117530.185146111,125.203125,1228.50208333333,34.6312723629064,117530.185146111,"Ulls"
26.96875,33.7375,5.04266547912445,94341.1356589712,19.125,11.8708333333333,3.30256755264981,94341.1356589712,43.125,235.119791666667,12.9715222234203,94341.1356589712,53.359375,755.079166666667,27.3444231877147,94341.1356589712,28.703125,539.994791666667,21.9072984381321,94341.1356589712,88.609375,884.182291666667,29.6817541159542,94341.1356589712,72.0234375,1025.57864583333,31.7335166806431,94341.1356589712,53.96875,908.923958333333,29.1759741918553,94341.1356589712,117.1328125,750.140104166667,27.0138897212757,94341.1356589712,140.890625,754.311458333333,26.1830117236541,94341.1356589712,115.140625,102.760416666667,9.16422639677457,94341.1356589712,158.90625,421.007291666667,18.1212713293715,94341.1356589712,"Ulls"
88.3359375,1920.2921875,42.5204261483012,98342.0428347909,86.2890625,1527.83072916667,38.565982899736,98342.0428347909,148.9375,504.259375,22.3366889303738,98342.0428347909,106.3125,1134.14583333333,33.2664205410469,98342.0428347909,57.0703125,1076.61510416667,32.4147884635107,98342.0428347909,120.765625,454.158333333333,21.3002124416443,98342.0428347909,96.8828125,1516.69427083333,38.8657920183874,98342.0428347909,67.6640625,561.406770833333,23.4005209763867,98342.0428347909,117.046875,499.858333333333,22.3201833420431,98342.0428347909,129.0625,396.3125,18.6277641612918,98342.0428347909,101.234375,124.917708333333,10.148002064385,98342.0428347909,145.6875,320.219791666667,17.2296382921946,98342.0428347909,"Ulls"
108.4296875,507.163020833333,22.4023207528914,92651.8091387739,102.59375,402.789583333333,19.1393160303637,92651.8091387739,155.9375,338.153125,16.2446080425727,92651.8091387739,116.2734375,961.7484375,29.9544015588582,92651.8091387739,91.015625,1494.66666666667,38.359012423587,92651.8091387739,146.546875,168.417708333333,12.4565705742415,92651.8091387739,125.4765625,1924.1265625,43.6743239007573,92651.8091387739,116.609375,1200.49895833333,33.6746700765904,92651.8091387739,156.015625,86.1072916666667,9.18445032189786,92651.8091387739,168.125,315.797916666667,16.7273630631889,92651.8091387739,124.2890625,414.699479166667,19.4257461393642,92651.8091387739,146.375,53.1145833333333,7.17601776040472,92651.8091387739,"Ulls"
128.1328125,1179.90885416667,34.1803364971751,116347.055974756,95.1484375,1054.74322916667,32.1641534707611,116347.055974756,148.5078125,394.113020833333,19.7750552863327,116347.055974756,114.3984375,1453.90364583333,38.0007344546849,116347.055974756,80.4375,1443.946875,37.8290844705928,116347.055974756,125.046875,554.314583333333,23.0776149837502,116347.055974756,105.34375,523.961458333333,22.1271374130038,116347.055974756,67.609375,705.276041666667,26.1977073860942,116347.055974756,120.5625,463.002083333333,21.4497172920315,116347.055974756,131.0703125,254.099479166667,15.6144893671947,116347.055974756,80.9921875,941.036979166667,29.7133028797742,116347.055974756,122.3046875,574.0203125,22.2004441766384,116347.055974756,"Ulls"
149.171875,641.723958333333,24.8975287344363,92080.1229931147,127.296875,2626.13958333333,50.6910976875765,92080.1229931147,184.0703125,94.4901041666667,9.47951641238057,92080.1229931147,131.625,1354.22395833333,36.7406650317433,92080.1229931147,94.3125,3752.903125,60.8876181230376,92080.1229931147,158.03125,208.520833333333,14.3797761857371,92080.1229931147,117.015625,891.259375,29.3598106051842,92080.1229931147,96.109375,1968.24375,43.145511594169,92080.1229931147,154.609375,332.322916666667,17.6416524905487,92080.1229931147,139.4296875,276.446354166667,16.485155724098,92080.1229931147,134.1015625,41.8223958333333,6.0599572716074,92080.1229931147,175.421875,211.010416666667,13.7944583868076,92080.1229931147,"Ulls"
174.7421875,74.5317708333333,8.27661427172085,93418.1775361195,125.203125,996.780208333333,30.5909857259673,93418.1775361195,191.796875,268.047916666667,15.9612862625133,93418.1775361195,169.234375,538.129166666667,22.7288002130823,93418.1775361195,116.390625,3288.40625,56.8002780105086,93418.1775361195,192.859375,326.84375,18.0697961749452,93418.1775361195,151.8515625,519.6859375,22.592977528095,93418.1775361195,156.8828125,1056.99427083333,32.1927014078217,93418.1775361195,195.40625,271.651041666667,16.3640783412701,93418.1775361195,151.84375,411.445833333333,20.0008646135581,93418.1775361195,169.9765625,546.9109375,22.5631485053365,93418.1775361195,194.765625,31.4083333333333,4.85687289921579,93418.1775361195,"Ulls"
79.5234375,996.327604166667,30.4442074902417,122831.906068516,70.25,72.3125,7.93697605125123,122831.906068516,112.3359375,677.0046875,24.2376448758652,122831.906068516,51.6484375,434.4796875,20.748618704861,122831.906068516,44.453125,812.147916666667,26.8997395317343,122831.906068516,86.1875,898.316666666667,29.7970653330102,122831.906068516,47.3671875,435.3109375,19.9157926610489,122831.906068516,48.1015625,394.4859375,18.6656171845591,122831.906068516,96.859375,543.2625,22.057277115345,122831.906068516,93.4921875,1186.91614583333,34.2270060705902,122831.906068516,68.015625,3420.11979166667,47.3745635295049,122831.906068516,161.921875,1166.64583333333,26.4581707232394,122831.906068516,"Ulls"
160.3046875,965.953645833333,30.9823660123475,104471.704082669,112.7890625,1844.55052083333,42.2733049408093,104471.704082669,173.421875,360.75,18.4089654467502,104471.704082669,126.90625,2255.25625,47.1348390224697,104471.704082669,84.2578125,2375.5859375,48.6386953451092,104471.704082669,156.515625,347.496875,18.609921960556,104471.704082669,131.453125,2377.67395833333,48.2525070567401,104471.704082669,91.9140625,965.7328125,30.3503574873821,104471.704082669,151.8046875,552.5390625,23.1968094570455,104471.704082669,170.59375,527.177083333333,22.2148460850366,104471.704082669,130.6015625,194.0515625,12.5490796815292,104471.704082669,178.6484375,195.227604166667,12.739164410341,104471.704082669,"Ulls"
110.7421875,254.699479166667,15.9193623204178,117588.034154804,91.015625,1502.61979166667,37.0072665136607,117588.034154804,132.25,156.16875,11.8638788408395,117588.034154804,95.3515625,396.358854166667,19.8830415939675,117588.034154804,75.65625,3065.796875,54.5558829562345,117588.034154804,107.9765625,1026.5921875,31.2069483234151,117588.034154804,67.859375,123.05625,9.92634012034871,117588.034154804,51.4375,1172.178125,33.1139339490248,117588.034154804,100.3125,819.275,28.0074219354397,117588.034154804,91.46875,97.1854166666667,9.80927284407182,117588.034154804,92,348.615625,17.4928464802062,117588.034154804,128.640625,66.2375,6.34879844845379,117588.034154804,"Ulls"
149.21875,632.163541666667,24.9045234662281,112881.565983574,95.7578125,1711.52864583333,40.453866374418,112881.565983574,179.8671875,412.581770833333,19.0842491037972,112881.565983574,148.2734375,1130.3203125,33.6076529784695,112881.565983574,81.1015625,2228.34947916667,46.8659155554287,112881.565983574,161.1484375,520.386979166667,22.6871476110048,112881.565983574,134.4765625,765.694270833333,27.1607025977532,112881.565983574,86.90625,2394.5625,46.4983072701158,112881.565983574,165.296875,516.432291666667,22.5415911108318,112881.565983574,172.609375,221.720833333333,13.9017356493326,112881.565983574,156.4140625,66.3838541666667,7.52470603004531,112881.565983574,194.15625,114.608333333333,10.1157533141672,112881.565983574,"Ulls"
158.5703125,938.3703125,30.2377004029663,105983.222512175,107.75,1196.89479166667,34.333978766852,105983.222512175,149.3671875,497.728645833333,21.498722154676,105983.222512175,115.1953125,2816.69322916667,52.8162259161426,105983.222512175,62.7578125,590.268229166667,23.8709261304838,105983.222512175,127.09375,331.651041666667,18.1754248042858,105983.222512175,103.90625,2771.85208333333,52.5339059321537,105983.222512175,56.5546875,246.715104166667,15.6469167485256,105983.222512175,106.9296875,560.480729166667,22.6832379003203,105983.222512175,129.5,745.582291666667,26.013533204044,105983.222512175,84.375,254.9125,15.8698519679657,105983.222512175,120.703125,748.328125,26.9465632890552,105983.222512175,"Ulls"
125.828125,395.613541666667,19.5732645731437,90492.9826970025,94.2265625,759.908854166667,26.5695761977396,90492.9826970025,143.8046875,413.084895833333,20.1014626256497,90492.9826970025,122.6328125,652.206770833333,24.9451648803001,90492.9826970025,76.671875,1379.178125,36.7563925666386,90492.9826970025,147.015625,554.409375,23.0325657996525,90492.9826970025,109,684.039583333333,25.7190586034039,90492.9826970025,116.3046875,618.0859375,23.6464472487734,90492.9826970025,149.359375,254.772916666667,14.8087003245052,90492.9826970025,147.53125,229.0375,14.6802406017537,90492.9826970025,129.625,167.028125,12.0828243124208,90492.9826970025,150.234375,64.696875,7.55465390003495,90492.9826970025,"Ulls"
