Mitjana 1,Variança 1,Desviacio 1,GradientMag 1,Mitjana 2,Variança 2,Desviacio 2,GradientMag 2,Mitjana 3,Variança 3,Desviacio 3,GradientMag 3,Mitjana 4,Variança 4,Desviacio 4,GradientMag 4,Mitjana 5,Variança 5,Desviacio 5,GradientMag 5,Mitjana 6,Variança 6,Desviacio 6,GradientMag 6,Deteccio
100.25,451.118229166667,18.5702764999821,94606.3488925163,100.234375,761.5875,22.4330218162118,94606.3488925163,150.6484375,244.570833333333,14.506111396807,94606.3488925163,106.0546875,1651.66197916667,40.4360184203858,94606.3488925163,122.171875,1185.728125,31.8252169242555,94606.3488925163,153.2734375,116.542708333333,10.4878083996303,94606.3488925163,"Ulls"
209.26171875,347.853385416667,17.9417353784308,117958.387353781,95.73828125,3036.09661458333,54.9316715762225,117958.387353781,161.17578125,2634.57734375,50.9647809472271,117958.387353781,209.32421875,132.805989583333,10.6919248584179,117958.387353781,169.953125,2314.7078125,42.4401767304216,117958.387353781,202.19140625,831.85859375,24.6502397635636,117958.387353781,"Ulls"
117.3046875,883.730729166667,29.593720999018,93053.1021036223,94.8046875,1343.12395833333,36.4246392172391,93053.1021036223,143.03125,298.524479166667,16.7274169855669,93053.1021036223,114.4921875,839.657291666667,27.6584147478575,93053.1021036223,85.72265625,333.378385416667,17.085224928886,93053.1021036223,130.66796875,437.453385416667,20.0662515080329,93053.1021036223,"Ulls"
103.1953125,940.944791666667,30.3699918309973,86118.5657560776,90.3046875,1224.90260416667,34.1669489520242,86118.5657560776,138.89453125,286.220052083333,16.796103372304,86118.5657560776,107.5703125,289.594270833333,15.3733332428296,86118.5657560776,110.10546875,314.97578125,15.5381002542837,86118.5657560776,132.9921875,193.185416666667,13.3495771042269,86118.5657560776,"Ulls"
77.52734375,583.764322916667,21.2428420285565,100433.150015557,55.80078125,421.160677083333,17.7809764325267,100433.150015557,112.9375,483.864583333333,19.6907032853161,100433.150015557,131.484375,568.448958333333,19.7876727853871,100433.150015557,102.44921875,777.729427083333,25.3390525605662,100433.150015557,147.06640625,119.729947916667,9.47185857588099,100433.150015557,"Ulls"
83.86328125,1516.16744791667,38.847468223421,109180.847007228,100.48046875,1186.71640625,31.2926357941954,109180.847007228,136.08203125,283.83046875,15.138159961901,109180.847007228,157.8125,909.950520833333,27.1161884783275,109180.847007228,114.89453125,1124.94036458333,29.9451294320316,109180.847007228,151.33203125,102.120052083333,9.10320246763043,109180.847007228,"Ulls"
77.3515625,1224.27291666667,34.0013500452425,116907.175227891,47.69921875,429.55078125,19.749660231718,116907.175227891,109.9453125,1760.3453125,41.6286771927067,116907.175227891,72.83984375,985.598177083333,30.8831867570764,116907.175227891,51.8125,164.921875,12.2791607328897,116907.175227891,100.50390625,1631.75130208333,39.1980812711847,116907.175227891,"Ulls"
108.7734375,991.277604166667,31.3920252507245,102242.283947225,60.96875,1015.97604166667,30.9998799872677,102242.283947225,126.4453125,607.552604166667,23.7478421585949,102242.283947225,107.2578125,990.0109375,29.9237742886399,102242.283947225,97.37109375,503.77890625,19.0799537372747,102242.283947225,134.171875,179.558333333333,11.9352444930285,102242.283947225,"Ulls"
31.25390625,716.38984375,24.3500255837556,40673.5693172409,13.91796875,2.64609375,1.55106246668294,40673.5693172409,15.79296875,35.73046875,3.23908953474843,40673.5693172409,27.89453125,570.941927083333,20.0575208979817,40673.5693172409,13.2734375,38.7765625,3.28682757108059,40673.5693172409,26.77734375,965.562760416667,17.7121787962847,40673.5693172409,"Ulls"
76.48828125,133.938802083333,10.6561390174807,70870.3913637233,46.8125,217.464583333333,13.8469873308415,70870.3913637233,87.22265625,784.47890625,27.4889056151911,70870.3913637233,117.90625,788.788020833333,27.7682522797136,70870.3913637233,62.578125,329.418229166667,15.8316690004737,70870.3913637233,87.33203125,82.5533854166667,7.72201753027858,70870.3913637233,"Ulls"
112.10546875,537.756510416667,22.8970562745221,84437.6119401444,74.8671875,661.519270833333,23.7657668759109,84437.6119401444,144.67578125,539.581510416667,19.0999012080258,84437.6119401444,132.71484375,174.26328125,12.6851221934837,84437.6119401444,95.6875,464.4625,17.3196150889852,84437.6119401444,159.86328125,443.988802083333,17.4891373578884,84437.6119401444,"Ulls"
140.70703125,1518.00130208333,38.7551065594479,117530.185146111,104.15234375,1445.47890625,36.7528713142687,117530.185146111,147.20703125,535.001302083333,22.9540635836672,117530.185146111,143.9609375,494.879166666667,20.503316554506,117530.185146111,109.03515625,549.462239583333,22.8266605101751,117530.185146111,137.98828125,789.32265625,26.6111466240226,117530.185146111,"Ulls"
40.1640625,394.408333333333,16.1935443334196,94341.1356589712,23.9140625,275.9328125,12.604932995391,94341.1356589712,65.8671875,559.651041666667,21.3266381696873,94341.1356589712,106.45703125,889.945052083333,28.9582642021486,94341.1356589712,84.5546875,505.8421875,19.1701002943149,94341.1356589712,138.01953125,585.573697916667,22.5675805253236,94341.1356589712,"Ulls"
97.32421875,1527.21901041667,37.8934233446741,98342.0428347909,71.6796875,1302.22291666667,35.4903856816234,98342.0428347909,134.8515625,479.208854166667,21.8184506860091,98342.0428347909,112.97265625,956.503385416667,28.7467780898396,98342.0428347909,84.44921875,343.162239583333,16.7742615203858,98342.0428347909,131.3671875,410.0390625,19.7749108171188,98342.0428347909,"Ulls"
112.3515625,734.455729166667,26.1783611558748,92651.8091387739,96.8046875,948.728125,28.7491642269753,92651.8091387739,151.2421875,253.285416666667,14.3505893084071,92651.8091387739,146.80078125,1119.96223958333,30.2008434819731,92651.8091387739,120.44921875,807.59921875,26.5502081079773,92651.8091387739,151.1953125,69.6109375,8.18023404115129,92651.8091387739,"Ulls"
121.265625,1316.90625,36.09053547593,116347.055974756,87.79296875,1249.34505208333,34.996618970677,116347.055974756,136.77734375,474.213802083333,21.4263351350414,116347.055974756,118.20703125,389.03046875,18.8708133900992,116347.055974756,74.30078125,823.156510416667,27.9555051329342,116347.055974756,121.43359375,518.511197916667,21.825080734335,116347.055974756,"Ulls"
140.3984375,997.973958333333,30.8190968830898,92080.1229931147,110.8046875,3189.52135416667,55.789357905307,92080.1229931147,171.05078125,151.50546875,11.9296462990588,92080.1229931147,128.22265625,583.852864583333,22.9224831646411,92080.1229931147,115.10546875,1005.03307291667,24.6027344328882,92080.1229931147,165.015625,271.666666666667,15.7180554386781,92080.1229931147,"Ulls"
171.98828125,306.33046875,15.5027072424016,93418.1775361195,120.796875,2142.59322916667,43.6956318682379,93418.1775361195,192.328125,297.445833333333,17.0155412187293,93418.1775361195,151.84765625,465.565885416667,21.2969210708266,93418.1775361195,163.4296875,801.952604166667,27.3779249565791,93418.1775361195,195.0859375,151.5296875,10.610475620243,93418.1775361195,"Ulls"
65.5859375,715.403645833334,25.5964130975513,122831.906068516,57.3515625,442.230208333333,17.4183577914927,122831.906068516,99.26171875,787.660677083333,27.0173551044377,122831.906068516,70.4296875,811.113541666667,27.0713993658196,122831.906068516,58.05859375,1907.30286458333,33.020090357032,122831.906068516,129.390625,854.954166666667,24.2577239192922,122831.906068516,"Ulls"
143.60546875,1610.60494791667,39.0586025174086,104471.704082669,98.5234375,2110.06822916667,45.4560001429592,104471.704082669,164.96875,354.1234375,18.5094437036531,104471.704082669,151.0234375,1452.42552083333,35.2336765708884,104471.704082669,111.2578125,579.8921875,21.4497185844557,104471.704082669,165.2265625,373.883333333333,17.9679869336932,104471.704082669,"Ulls"
103.046875,325.529166666667,17.9012019571927,117588.034154804,83.3359375,2284.20833333333,45.7815747349476,117588.034154804,120.11328125,591.38046875,21.5354135821273,117588.034154804,79.6640625,110.120833333333,9.86780648221026,117588.034154804,71.71875,760.396875,25.3033902146155,117588.034154804,114.4765625,442.75625,17.1781101919467,117588.034154804,"Ulls"
148.74609375,881.241927083333,29.2560882223488,112881.565983574,88.4296875,1969.9390625,43.6598909649234,112881.565983574,170.5078125,466.484375,20.885698357401,112881.565983574,153.54296875,493.707552083333,20.5312191235429,112881.565983574,121.66015625,1230.47317708333,27.0115066500806,112881.565983574,179.7265625,315.5203125,16.3286722124995,112881.565983574,"Ulls"
136.8828125,1877.53177083333,41.5269631595545,105983.222512175,85.25390625,893.581510416667,29.1024524486679,105983.222512175,138.23046875,414.68984375,19.8370734794809,105983.222512175,116.703125,1758.7171875,39.2737195680988,105983.222512175,70.46484375,250.813802083333,15.7583843582456,105983.222512175,113.81640625,654.404427083333,24.8149005946877,105983.222512175,"Ulls"
124.23046875,523.91015625,22.2592147267219,90492.9826970025,85.44921875,1069.54348958333,31.6629843821891,90492.9826970025,145.41015625,483.747135416667,21.5670142126511,90492.9826970025,128.265625,456.538541666667,20.1996496025788,90492.9826970025,122.96484375,392.55703125,17.8646357805971,90492.9826970025,149.796875,159.734895833333,11.1816771122701,90492.9826970025,"Ulls"
110.72265625,705.120572916667,24.6331651385339,118159.521860984,58.42578125,714.402864583333,24.6812151844848,118159.521860984,143.9921875,867.057291666667,28.3074655441676,118159.521860984,168.61328125,327.757552083333,13.8627427714612,118159.521860984,124.21484375,715.751302083333,23.2512850587915,118159.521860984,164.95703125,664.434635416667,24.1717651090674,118159.521860984,"Ulls"
147.33984375,367.132552083333,19.0774216877774,96878.3738988507,93.171875,2382.66458333333,47.4500381488339,96878.3738988507,144.63671875,513.775260416667,21.6678883640913,96878.3738988507,133.859375,719.040625,26.1891912986791,96878.3738988507,102.390625,613.0703125,22.3847588265238,96878.3738988507,139.21484375,175.729947916667,12.4897395673803,96878.3738988507,"Ulls"
132.25390625,453.954427083333,20.7780439881097,114301.138840015,113.80078125,1630.46015625,39.5054718592563,114301.138840015,188.609375,335.382291666667,14.9556455232462,114301.138840015,113.2890625,960.958854166667,30.579010344016,114301.138840015,106.73046875,1979.01223958333,43.9591006568336,114301.138840015,175.65234375,351.71171875,17.782302474923,114301.138840015,"Ulls"
111.50390625,280.26484375,15.8946778723329,99435.6022239582,65.53515625,1167.37786458333,31.5534994079198,99435.6022239582,111.30078125,511.40859375,21.9764485698013,99435.6022239582,117.015625,233.049479166667,14.1164385797816,99435.6022239582,104.76953125,1000.96484375,26.2815297062385,99435.6022239582,120.7578125,209.640104166667,13.4183870199267,99435.6022239582,"Ulls"
107.66796875,995.05234375,30.9584701601547,103837.839224597,82.72265625,1590.07109375,38.8763612103425,103837.839224597,156.63671875,310.489322916667,17.3217877163356,103837.839224597,125.8359375,1994.90416666667,42.4423788763063,103837.839224597,114.734375,775.729166666667,25.8299521573659,103837.839224597,160.3828125,164.158333333333,11.3927446997629,103837.839224597,"Ulls"
140.125,1076.0625,32.5393624912183,109559.724230627,87.94921875,1263.44505208333,33.8070395333056,109559.724230627,162.5546875,249.6625,14.6073745677045,109559.724230627,152.28515625,794.126822916667,23.8003371118415,109559.724230627,127.06640625,468.03828125,18.6146946911413,109559.724230627,159.48046875,180.226822916667,12.2312099284157,109559.724230627,"Ulls"
156.79296875,657.47265625,24.256216826799,109205.927798808,71.91015625,2137.64453125,43.6975026704477,109205.927798808,158.546875,794.2203125,27.8675086868813,109205.927798808,149.03125,343.299479166667,14.5541172287441,109205.927798808,115.4453125,858.390104166667,24.7425466091762,109205.927798808,172.91796875,473.542447916667,16.7533312103541,109205.927798808,"Ulls"
114.48828125,1606.20494791667,39.8181955109545,101700.069414194,89.64453125,1584.34973958333,38.5793306239535,101700.069414194,131.01953125,357.264322916667,18.520756347896,101700.069414194,126.9921875,680.268229166667,22.1429004477473,101700.069414194,117.859375,551.528645833333,20.247266415157,101700.069414194,129.421875,80.6057291666667,8.29128143568616,101700.069414194,"Ulls"
119.62890625,1091.92213541667,31.4492032132427,123655.403109365,97.48046875,2066.26119791667,42.8738424343372,123655.403109365,157.08984375,433.227864583333,20.0066110525257,123655.403109365,147.44140625,327.25546875,17.4634616037762,123655.403109365,103.5703125,970.297916666667,28.9888743195948,123655.403109365,144.375,887.230729166667,27.9552440286639,123655.403109365,"Ulls"
117.89453125,1572.50703125,39.457188329769,86988.3238776143,89.44140625,1088.69088541667,31.9039045168498,86988.3238776143,127.140625,297.102083333333,16.6105654582788,86988.3238776143,109.4296875,977.489583333333,28.0794615361392,86988.3238776143,124.5703125,330.800520833333,15.2843946862274,86988.3238776143,131.93359375,61.2893229166667,7.23448275112157,86988.3238776143,"Ulls"
88.4453125,1359.39114583333,36.045482707977,105389.706885078,88.18359375,1263.66640625,33.6914769381047,105389.706885078,142.74609375,221.853385416667,14.2867949109858,105389.706885078,109.17578125,1175.48307291667,33.8736453739269,105389.706885078,115.15625,682.701041666667,23.4498599178853,105389.706885078,136.91796875,80.8653645833333,8.68007398392014,105389.706885078,"Ulls"
101.21484375,1264.68046875,34.9646512387848,137921.035242945,89.16796875,1318.90703125,34.433718878631,137921.035242945,143.68359375,411.179427083333,19.5780363348122,137921.035242945,97.53125,1134.53020833333,33.3404838806187,137921.035242945,99.515625,764.141145833333,26.7100219287073,137921.035242945,131.5078125,738.8109375,24.0774488507023,137921.035242945,"Ulls"
115.76953125,1425.68880208333,37.3777434513891,101089.445647855,95.41015625,858.084635416667,28.3417621295417,101089.445647855,147.296875,166.340625,12.506933116244,101089.445647855,130.05859375,664.04296875,24.8108954196206,101089.445647855,124.75,464.486979166667,19.4308753228046,101089.445647855,146.38671875,89.9872395833333,9.01535630534579,101089.445647855,"Ulls"
63.4296875,993.294791666667,31.1680755363767,132730.418494735,57.7421875,994.403645833333,29.7769377605428,132730.418494735,88.1484375,729.094270833333,25.1132247167131,132730.418494735,71.98046875,677.512239583333,24.6628180452188,132730.418494735,62.1875,2666.534375,42.4990889706171,132730.418494735,128.88671875,740.87265625,22.3735853244063,132730.418494735,"Ulls"
121.45703125,715.131510416667,25.2651082322628,84754.7431182336,67.03515625,767.879947916667,27.5773062607581,84754.7431182336,136.0390625,661.250520833333,25.4317219559036,84754.7431182336,145.3203125,1018.8953125,29.0112950433355,84754.7431182336,93.35546875,325.67421875,16.7439407790717,84754.7431182336,138.29296875,283.03828125,15.0976879320568,84754.7431182336,"Ulls"
86.43359375,840.045052083333,28.7947234426995,89815.6196141668,68.4765625,1057.88229166667,31.673380333111,89815.6196141668,121.3046875,442.090625,20.4318574470824,89815.6196141668,107.73046875,697.664322916667,25.9019785726693,89815.6196141668,87.23828125,386.82890625,18.5450259388165,89815.6196141668,139.1953125,352.168229166667,18.3933600282689,89815.6196141668,"Ulls"
154.88671875,124.10703125,11.0404589565101,67424.7720186781,113.43359375,582.042447916667,23.0185891769041,67424.7720186781,158.84765625,316.69140625,14.6599299605352,67424.7720186781,168.68359375,64.48515625,7.93843703349212,67424.7720186781,144.59765625,325.67109375,15.4970438865084,67424.7720186781,165.21875,139.582291666667,10.012323115572,67424.7720186781,"Ulls"
154.36328125,122.15859375,10.6921326917002,70845.7405733383,100.99609375,798.828385416667,26.7817969549921,70845.7405733383,149.1953125,577.546875,20.4541289316862,70845.7405733383,169.99609375,35.6356770833333,5.52038166221828,70845.7405733383,137.9296875,525.498958333333,17.7674290677063,70845.7405733383,162.1015625,267.921875,12.5758762101447,70845.7405733383,"Ulls"
103.1328125,700.855208333333,26.0299307763018,98531.3115412386,94.6640625,651.106770833333,24.7575330901724,98531.3115412386,136.4375,136.595833333333,11.1663979969851,98531.3115412386,140.8125,381.938541666667,17.9425003818699,98531.3115412386,115.23828125,675.33984375,25.2829359693134,98531.3115412386,133.0390625,133.55,10.6810738722454,98531.3115412386,"Ulls"
139.12109375,752.47890625,26.8805627630044,101531.480946657,93.828125,1214.53854166667,33.5077632404845,101531.480946657,150.3203125,522.859895833333,21.9769001719081,101531.480946657,147.85546875,1035.29244791667,29.197948158221,101531.480946657,118.80078125,982.945052083333,29.4222752160052,101531.480946657,153.4140625,131.296354166667,10.4334620503864,101531.480946657,"Ulls"
113.34765625,1365.97734375,36.2169820630277,106404.757188027,119.9453125,2114.734375,45.0141964221369,106404.757188027,155.9609375,207.349479166667,13.5040550201346,106404.757188027,93.015625,633.104166666667,24.0140382288798,106404.757188027,95.78125,359.5109375,15.8346976427177,106404.757188027,130.6015625,309.980208333333,15.8997639065207,106404.757188027,"Ulls"
155.47265625,387.86328125,19.5026349540656,108041.879609936,95.79296875,1118.52682291667,33.25877321788,108041.879609936,157.7890625,397.69375,19.609192946936,108041.879609936,102.79296875,409.000260416667,20.0274797551466,108041.879609936,89.5546875,339.405729166667,17.2031458628364,108041.879609936,151.38671875,572.215364583333,23.1928014974053,108041.879609936,"Ulls"
149.0078125,1800.56927083333,41.035341760232,101502.777105194,98.84375,1456.90416666667,37.9143275615244,101502.777105194,172.93359375,257.859635416667,15.4560790010883,101502.777105194,145.59765625,1919.64557291667,41.9604153298619,101502.777105194,83.02734375,407.43828125,18.7375059066985,101502.777105194,152.99609375,1449.05182291667,34.6391958022915,101502.777105194,"Ulls"
120.859375,758.878645833333,27.1370340651873,117615.562072256,108.71875,1142.4296875,31.1459590106374,117615.562072256,161.50390625,336.51640625,17.1764530945193,117615.562072256,92.3984375,1085.73697916667,32.8300667067672,117615.562072256,109.91015625,1337.36484375,33.5750713285803,117615.562072256,144.1796875,476.6578125,21.557296031878,117615.562072256,"Ulls"
147.87890625,1061.96640625,32.0893698135193,143723.364488262,91.14453125,2622.86536458333,50.3725967579302,143723.364488262,121.98828125,1319.92369791667,35.4605391575856,143723.364488262,122.8671875,1980.64166666667,43.7590781961698,143723.364488262,122.578125,1449.59270833333,32.503496713635,143723.364488262,133.8828125,1000.740625,28.3202962330806,143723.364488262,"Ulls"
174.72265625,164.776302083333,12.095122912033,81220.2673266248,103.5859375,1186.17708333333,33.6052749906955,81220.2673266248,171.65234375,878.43671875,26.9285024740172,81220.2673266248,180.25,59.8864583333333,7.05900990085586,81220.2673266248,156.8203125,393.040104166667,16.4601403116944,81220.2673266248,176.3984375,141.756770833333,9.90950617552231,81220.2673266248,"Ulls"
144.6640625,336.002604166667,17.4706778399193,103592.752374222,103.21484375,1101.95078125,32.5924948091991,103592.752374222,187.15625,604,23.246323958197,103592.752374222,131.3125,388.466666666667,18.005247681029,103592.752374222,96.53515625,344.852864583333,16.9932160062702,103592.752374222,165.01171875,1302.71119791667,35.4454791168626,103592.752374222,"Ulls"
177.81640625,947.92421875,30.1229614147702,82745.6928890293,88.640625,853.825520833333,27.9577496672493,82745.6928890293,160.94140625,223.630989583333,13.9849320863516,82745.6928890293,164.68359375,500.28984375,20.8746279655413,82745.6928890293,88.7734375,351.161979166667,17.5520429988711,82745.6928890293,145.5390625,417.127083333333,19.3896815634949,82745.6928890293,"Ulls"
73.6328125,1146.640625,33.7370901031237,124062.672925692,53.03515625,1439.11119791667,36.0088998690902,124062.672925692,106.19140625,542.377864583333,22.5896489591823,124062.672925692,59.78515625,492.641927083333,21.9921022699297,124062.672925692,71.5625,1092.23697916667,29.889324755479,124062.672925692,107.30078125,296.311197916667,16.0517103333043,124062.672925692,"Ulls"
157.5390625,827.5640625,27.1535842483078,97048.8934277585,84.10546875,1378.50963541667,36.8642340232437,97048.8934277585,171.0234375,618.209375,23.5438429725829,97048.8934277585,139.84375,555.4203125,22.4285700056368,97048.8934277585,101.16796875,470.331510416667,19.9851049959683,97048.8934277585,172.1015625,442.440625,19.8549481539444,97048.8934277585,"Ulls"
100.25390625,904.888802083333,29.9412382908804,114314.559105691,73.0234375,1295.19114583333,34.5721476002149,114314.559105691,127.796875,367.4921875,19.0381569991942,114314.559105691,81.71484375,439.434114583333,19.2454152955839,114314.559105691,97.9140625,963.053645833333,26.6298894771309,114314.559105691,119.76953125,316.844010416667,17.5333053701825,114314.559105691,"Ulls"
116.90625,1367.3375,36.6225899470034,88247.8545536891,85.578125,691.6671875,25.4464620282993,88247.8545536891,140.3203125,361.233854166667,18.9575431194141,88247.8545536891,121.8046875,1325.98854166667,34.379792306594,88247.8545536891,96.5625,376.643229166667,17.862509321489,88247.8545536891,144.17578125,239.55234375,14.4933955115477,88247.8545536891,"Ulls"
99.60546875,712.311197916667,26.542722569054,97672.5300969553,75.26953125,1197.49557291667,34.1863760982296,97672.5300969553,124.87109375,1283.93203125,32.9755131272744,97672.5300969553,106.2890625,350.95625,18.2420132883745,97672.5300969553,82.85546875,451.942447916667,20.9717796085259,97672.5300969553,118.9453125,1207.28854166667,33.3418308519936,97672.5300969553,"Ulls"
155.7421875,654.2546875,23.5225883287482,91889.0334655315,101.15625,2349.66354166667,48.0194758113027,91889.0334655315,155.71484375,202.818489583333,14.0901484279231,91889.0334655315,138.04296875,1792.81588541667,41.0290595368036,91889.0334655315,92.3515625,656.196354166667,23.0851122879449,91889.0334655315,145.21875,271.4609375,16.1145934443497,91889.0334655315,"Ulls"
153.96875,197.876041666667,13.6992454216092,67066.8170758601,111.9375,1328.4359375,34.3950340161997,67066.8170758601,136.32421875,131.78828125,11.2739689738003,67066.8170758601,160.39453125,147.47109375,11.8515660186196,67066.8170758601,133.9921875,312.2953125,16.4212726132644,67066.8170758601,138.234375,83.8645833333333,8.93010885442966,67066.8170758601,"Ulls"
147.6328125,762.546354166667,25.9987798909658,143088.357631138,117.98046875,1416.92786458333,37.2284821583326,143088.357631138,182.734375,274.065104166667,15.3614733611055,143088.357631138,156.77734375,580.995052083333,22.1370327475852,143088.357631138,113.12109375,1679.09348958333,37.9777477401126,143088.357631138,161.41796875,693.130989583333,24.1465139092152,143088.357631138,"Ulls"
115.625,993.402604166667,31.2459226458133,98550.5562284787,97.64453125,1417.46901041667,37.0821310781097,98550.5562284787,155.70703125,198.13828125,13.6692564921588,98550.5562284787,119.1796875,841.154166666667,27.372721293477,98550.5562284787,110.43359375,397.447135416667,18.050276891648,98550.5562284787,152.78515625,299.451302083333,16.582435008591,98550.5562284787,"Ulls"
147.5625,1775.94166666667,41.52893314146,106527.399661224,89.140625,1090.46041666667,32.349742909916,106527.399661224,168.44921875,423.847135416667,19.744280711489,106527.399661224,145.54296875,1031.46328125,28.7552611277556,106527.399661224,104.328125,303.70625,16.7296620325661,106527.399661224,159.78125,717.188020833333,24.5446934227856,106527.399661224,"Ulls"
170.83203125,905.329947916667,29.2337183930444,114764.263562313,77.35546875,1658.64192708333,40.2441250958595,114764.263562313,174.84765625,1191.86328125,33.9312750666613,114764.263562313,161.75390625,1567.69765625,37.9738863333364,114764.263562313,127.6328125,1273.0875,31.2255662867899,114764.263562313,195.9765625,387.660416666667,17.7556115865728,114764.263562313,"Ulls"
